Club,Date,Club Path,Face Angle,Face To Path,Club Speed,Attack Angle,Ball Speed,Spin Rate,Carry,Side,Smash Factor
DRIVER,"March 13, 2026",6.6,1.5,-5.1,88.5,1.8,128.5,2161,202.9,11.0R,1.45
DRIVER,"March 13, 2026",6.6,0.5,-6.1,89.0,4.6,131.2,2533,205.9,7.8L,1.47
DRIVER,"March 13, 2026",9.0,4.1,-4.9,85.7,5.2,126.0,2048,197.3,20.4R,1.47
DRIVER,"March 13, 2026",7.0,1.9,-5.1,87.6,2.6,128.2,1973,200.2,18.9R,1.46
DRIVER,"March 13, 2026",9.8,4.2,-5.6,87.2,4.4,127.6,2044,198.3,6.5R,1.46
DRIVER,"March 13, 2026",6.0,0.6,-5.4,87.0,6.2,127.8,2275,201.2,7.5L,1.47
DRIVER,"March 13, 2026",8.6,3.2,-5.4,87.8,4.4,126.8,2157,204.9,55.4R,1.44
DRIVER,"March 13, 2026",9.2,2.5,-6.7,88.5,4.8,126.7,1746,200.7,14.6R,1.43
DRIVER,"March 13, 2026",8.4,3.2,-5.2,87.5,2.8,127.5,2085,201.0,18.7R,1.46
DRIVER,"March 13, 2026",10.2,6.0,-4.2,87.4,4.2,124.7,1763,202.0,59.6R,1.43
DRIVER,"March 13, 2026",7.0,1.4,-5.6,89.0,2.2,128.4,2141,200.8,5.3L,1.44
DRIVER,"March 13, 2026",8.2,4.2,-4.0,87.0,3.4,125.7,1912,199.3,24.2R,1.45
DRIVER,"March 14, 2026",7.4,1.3,-6.1,86.8,3.2,126.6,2709,196.2,4.1R,1.46
DRIVER,"March 14, 2026",6.2,2.9,-3.3,87.6,3.8,127.3,2077,205.1,1.7L,1.45
DRIVER,"March 14, 2026",5.8,3.7,-2.1,86.8,4.4,125.7,2411,204.4,22.1R,1.45
DRIVER,"March 14, 2026",6.2,3.4,-2.8,88.1,4.0,130.4,2180,205.6,9.7R,1.48
DRIVER,"March 14, 2026",7.8,8.4,0.6,86.5,2.8,126.2,2468,205.3,89.8R,1.46
DRIVER,"March 14, 2026",6.8,0.6,-6.2,86.5,3.2,128.0,2241,196.5,16.2L,1.48
DRIVER,"March 14, 2026",7.4,-0.4,-7.8,87.2,2.4,126.1,2559,191.7,13.0L,1.45
DRIVER,"March 14, 2026",3.6,5.5,1.9,86.4,2.4,125.2,2625,201.7,78.9R,1.45
DRIVER,"March 14, 2026",5.8,2.3,-3.5,87.8,3.8,129.4,2390,208.2,22.8R,1.47
DRIVER,"March 14, 2026",6.4,2.9,-3.5,87.1,3.6,127.9,2507,204.7,24.5R,1.47
GW,"August 25, 2025",5.4,-0.5,-5.9,68.8,-2.2,79.1,8311,93.7,5.6L,1.15
GW,"August 25, 2025",4.0,-0.4,-4.4,68.9,-2.0,78.0,8706,91.7,3.6L,1.13
GW,"August 25, 2025",4.8,-0.3,-5.1,68.3,-1.2,78.4,8371,91.8,3.9L,1.15
GW,"September 2, 2025",6.4,-1.4,-7.8,67.8,-2.2,76.4,8112,89.4,9.7L,1.13
GW,"September 2, 2025",2.6,-0.8,-3.4,68.6,-1.4,79.9,8244,95.1,6.3L,1.16
GW,"September 2, 2025",4.4,-2.4,-6.8,67.5,-3.0,79.4,7421,95.0,17.0L,1.18
GW,"September 2, 2025",4.4,-1.9,-6.3,67.7,-2.2,78.6,7912,93.3,12.8L,1.16
GW,"September 2, 2025",5.0,-1.2,-6.2,67.7,-2.6,79.0,7383,94.6,10.4L,1.17
GW,"September 17, 2025",6.6,0.1,-6.5,68.3,-3.6,79.3,8161,94.3,3.6L,1.16
GW,"September 17, 2025",7.0,2.3,-4.7,68.2,-3.4,77.0,8498,90.3,9.2R,1.13
GW,"September 17, 2025",6.4,0.9,-5.5,68.1,-3.8,78.7,8319,93.2,1.5R,1.15
GW,"September 17, 2025",6.6,2.1,-4.5,66.1,-4.0,78.1,8542,92.0,8.3R,1.18
GW,"September 17, 2025",4.8,2.5,-2.3,68.1,-4.0,82.0,8429,98.7,10.9R,1.2
GW,"October 2, 2025",4.4,1.1,-3.3,67.8,-3.0,78.1,8090,92.5,3.3R,1.15
GW,"October 2, 2025",5.2,-0.3,-5.5,69.1,-3.0,77.6,8740,90.7,3.2L,1.12
GW,"October 2, 2025",5.0,-1.9,-6.9,68.3,-4.0,79.7,8109,94.9,13.7L,1.17
GW,"October 2, 2025",4.6,2.3,-2.3,69.5,-3.6,77.1,8930,89.6,10.3R,1.11
GW,"October 17, 2025",5.0,-0.2,-5.2,69.3,-2.6,78.4,8818,92.3,3.0L,1.13
GW,"October 17, 2025",5.4,-0.9,-6.3,68.9,-4.0,77.6,8736,91.0,6.4L,1.13
GW,"October 17, 2025",5.2,-1.1,-6.3,68.7,-5.0,78.0,8807,91.7,7.5L,1.14
GW,"October 17, 2025",5.0,-1.4,-6.4,68.9,-3.4,79.2,8667,93.8,10.3L,1.15
GW,"January 13, 2026",5.0,-0.3,-5.3,68.1,-4.2,75.3,8465,87.6,2.7L,1.11
GW,"January 13, 2026",4.6,-1.5,-6.1,68.6,-3.4,77.6,8543,91.1,9.6L,1.13
GW,"January 15, 2026",4.6,0.8,-3.8,68.5,-5.0,75.5,9237,87.3,3.0R,1.1
GW,"January 15, 2026",5.6,1.1,-4.5,68.9,-3.6,76.7,8689,89.2,3.8R,1.11
GW,"January 15, 2026",4.6,1.4,-3.2,69.6,-3.4,76.2,9066,88.2,5.9R,1.1
GW,"January 15, 2026",5.0,2.2,-2.8,67.7,-4.6,80.7,8003,96.8,9.0R,1.19
GW,"January 15, 2026",5.4,2.0,-3.4,68.7,-3.8,81.7,8031,98.4,7.6R,1.19
GW,"January 15, 2026",4.8,1.9,-2.9,67.7,-2.6,76.2,9328,87.9,8.1R,1.13
GW,"January 15, 2026",4.4,-0.3,-4.7,68.6,-3.4,82.2,7648,99.7,6.0L,1.2
GW,"January 15, 2026",5.2,1.0,-4.2,68.7,-3.6,81.9,7902,98.9,1.6R,1.19
GW,"January 15, 2026",5.4,-0.2,-5.6,69.0,-2.8,78.1,8646,91.5,3.3L,1.13
GW,"January 15, 2026",5.4,1.8,-3.6,68.9,-3.6,82.4,7849,99.7,6.5R,1.2
GW,"January 29, 2026",5.6,-0.3,-5.9,69.2,-2.6,81.0,8148,96.7,5.6L,1.17
GW,"January 29, 2026",5.2,-1.7,-6.9,69.1,-1.6,76.0,7775,88.7,10.8L,1.1
GW,"January 29, 2026",5.4,-1.9,-7.3,69.2,-2.6,80.0,8229,95.1,14.0L,1.16
GW,"January 29, 2026",5.2,0.1,-5.1,68.7,-2.2,77.7,8671,91.3,1.5L,1.13
GW,"January 29, 2026",8.0,-1.2,-9.2,69.4,-1.4,77.1,7596,91.0,10.8L,1.11
GW,"January 29, 2026",4.6,1.4,-3.2,69.4,-2.2,77.4,8431,90.9,5.4R,1.12
GW,"January 29, 2026",6.4,2.3,-4.1,69.0,-2.0,77.9,8957,91.1,9.4R,1.13
GW,"January 29, 2026",6.6,0.3,-6.3,68.8,-1.4,77.0,8083,90.2,1.5L,1.12
GW,"January 30, 2026",6.6,0.6,-6.0,68.7,-2.2,78.6,8409,92.7,0.2L,1.14
GW,"January 30, 2026",4.4,-1.6,-6.0,69.6,-2.8,75.7,8544,88.1,9.3L,1.09
GW,"January 30, 2026",7.4,1.9,-5.5,68.7,-2.6,76.5,8987,88.9,7.6R,1.11
GW,"January 30, 2026",7.0,2.8,-4.2,68.9,-1.2,75.8,8181,87.8,11.6R,1.1
GW,"January 30, 2026",6.0,3.0,-3.0,68.9,-1.6,76.4,8525,88.9,13.0R,1.11
GW,"January 30, 2026",7.2,-2.1,-9.3,68.9,-2.4,78.1,8189,92.0,14.9L,1.13
GW,"February 1, 2026",6.2,1.3,-4.9,67.1,-4.4,74.1,9247,85.1,5.7R,1.11
GW,"February 1, 2026",6.6,0.5,-6.1,68.2,-1.8,75.1,8108,87.2,0.6R,1.1
GW,"February 6, 2026",6.0,-4.8,-10.8,66.9,-3.6,80.5,7919,96.5,32.5L,1.2
GW,"February 6, 2026",2.2,-0.1,-2.3,68.1,-4.2,74.0,8832,85.0,0.9L,1.09
GW,"February 6, 2026",3.8,-0.2,-4.0,64.1,-3.4,77.3,8237,91.0,2.8L,1.21
GW,"February 6, 2026",6.8,0.5,-6.3,66.9,-3.6,75.1,8616,87.0,0.7R,1.12
GW,"February 6, 2026",6.8,1.0,-5.8,66.8,-3.8,78.7,8187,93.3,1.9R,1.18
GW,"February 6, 2026",1.2,1.1,-0.1,67.0,-3.4,74.7,8846,86.2,4.9R,1.11
GW,"February 6, 2026",4.0,-3.0,-7.0,68.1,-3.2,79.0,7928,93.9,18.9L,1.16
GW,"February 6, 2026",4.0,-2.7,-6.7,65.5,-6.2,77.0,8035,90.7,15.5L,1.18
GW,"February 6, 2026",4.4,-1.5,-5.9,65.6,-4.4,77.2,8377,90.6,9.2L,1.18
GW,"February 6, 2026",3.0,-3.9,-6.9,66.8,-4.6,74.7,8548,86.3,18.9L,1.12
GW,"February 6, 2026",5.0,-0.6,-5.6,67.2,-1.2,74.5,7859,86.3,4.6L,1.11
GW,"February 6, 2026",1.6,-2.7,-4.3,67.4,-4.6,76.9,8755,89.9,14.2L,1.14
GW,"February 6, 2026",5.6,2.8,-2.8,67.4,-1.2,76.6,8348,89.2,12.2R,1.14
GW,"February 6, 2026",5.0,-0.2,-5.2,68.3,-3.2,77.1,8863,90.2,2.6L,1.13
GW,"February 6, 2026",5.8,-1.3,-7.1,66.9,-4.2,75.8,8078,88.7,8.7L,1.13
GW,"February 6, 2026",3.2,0.8,-2.4,68.1,-3.2,76.2,8613,88.7,2.9R,1.12
GW,"February 6, 2026",5.2,-2.6,-7.8,67.6,-3.0,78.1,8295,92.2,16.6L,1.16
GW,"February 11, 2026",4.4,-1.2,-5.6,68.5,1.0,74.8,7497,87.5,7.8L,1.09
GW,"February 11, 2026",6.6,-1.7,-8.3,68.7,-1.2,77.1,7991,90.6,11.8L,1.12
GW,"February 11, 2026",4.4,-2.0,-6.4,68.2,-1.8,77.1,8292,90.3,11.9L,1.13
GW,"February 11, 2026",7.0,-1.0,-8.0,68.7,-1.0,78.6,8193,92.9,9.1L,1.14
GW,"February 11, 2026",6.2,0.1,-6.1,69.5,-2.4,78.5,8945,92.2,2.1L,1.13
GW,"February 11, 2026",7.0,-1.0,-8.0,68.5,-1.4,76.5,7891,89.8,8.3L,1.12
GW,"February 11, 2026",5.6,0.3,-5.3,69.3,-2.4,77.4,8548,90.3,0.2L,1.12
GW,"March 13, 2026",4.2,0.7,-3.5,68.4,-3.0,75.6,8879,87.7,2.5R,1.11
GW,"March 13, 2026",6.4,-3.1,-9.5,68.3,-3.2,79.4,8389,94.2,21.0L,1.16
GW,"March 13, 2026",5.4,0.1,-5.3,68.3,-3.0,77.8,8611,91.5,1.5L,1.14
GW,"March 13, 2026",5.0,-1.3,-6.3,67.2,-4.0,75.0,8699,86.8,7.3L,1.12
GW,"March 13, 2026",5.8,1.4,-4.4,66.3,-3.2,76.2,8918,88.6,5.4R,1.15
GW,"March 13, 2026",3.8,-2.6,-6.4,66.2,-3.6,77.9,8596,91.7,15.3L,1.18
GW,"March 13, 2026",5.6,0.2,-5.4,64.2,-4.2,75.5,8828,87.6,0.2L,1.18
GW,"March 13, 2026",4.2,-0.9,-5.1,66.4,-3.6,75.8,8534,88.3,5.7L,1.14
GW,"March 13, 2026",6.2,-1.2,-7.4,68.5,-2.2,76.8,8267,90.1,8.7L,1.12
GW,"March 13, 2026",5.8,0.3,-5.5,67.4,-4.0,74.8,8992,86.2,0.7R,1.11
GW,"March 13, 2026",5.6,0.1,-5.5,68.6,-1.6,77.5,8652,90.9,1.8L,1.13
GW,"March 13, 2026",4.8,-2.9,-7.7,67.7,-2.6,74.4,8503,85.9,14.7L,1.1
GW,"March 18, 2026",3.4,-0.8,-4.2,67.9,-4.0,77.6,8237,91.3,5.5L,1.14
GW,"March 18, 2026",2.0,0.2,-1.8,67.1,-4.8,75.6,8791,87.8,0.4R,1.13
GW,"March 18, 2026",2.6,-3.8,-6.4,68.0,-4.4,78.7,8191,93.2,22.0L,1.16
GW,"March 18, 2026",4.4,0.5,-3.9,67.5,-3.8,77.9,8523,91.8,0.8R,1.15
GW,"March 18, 2026",3.0,-0.4,-3.4,68.2,-4.4,77.3,8515,90.8,3.1L,1.13
GW,"March 18, 2026",2.6,-1.8,-4.4,68.0,-5.0,77.8,8298,91.9,10.8L,1.14
GW,"March 27, 2026",3.8,1.0,-2.8,68.1,-2.4,78.4,8647,91.9,3.9R,1.15
GW,"March 27, 2026",5.2,1.8,-3.4,69.8,-2.4,81.4,8557,96.8,6.8R,1.17
GW,"March 27, 2026",3.8,0.1,-3.7,69.3,-2.8,80.6,8646,95.7,1.5L,1.16
GW,"March 27, 2026",3.0,2.6,-0.4,66.7,-2.8,75.8,9053,88.0,11.8R,1.14
GW,"March 27, 2026",4.6,0.4,-4.2,68.9,-4.2,78.6,9045,92.6,0.5R,1.14
GW,"March 27, 2026",2.4,2.6,0.2,70.3,-2.4,81.0,8727,96.0,13.0R,1.15
GW,"March 27, 2026",1.4,2.7,1.3,69.6,-3.2,78.6,9286,91.9,13.2R,1.13
GW,"March 27, 2026",2.8,1.2,-1.6,69.2,-3.6,75.4,9403,87.1,5.5R,1.09
GW,"March 27, 2026",4.8,0.2,-4.6,69.5,-3.0,80.1,9094,95.0,1.4L,1.15
GW,"March 27, 2026",5.0,1.1,-3.9,67.7,-2.6,82.3,8556,98.4,2.8R,1.22
GW,"March 27, 2026",6.8,2.1,-4.7,68.9,-2.8,80.3,8737,95.2,8.0R,1.16
GW,"March 27, 2026",3.4,2.1,-1.3,68.9,-2.2,78.5,8851,91.8,9.8R,1.14
GW,"March 27, 2026",4.0,0.4,-3.6,69.1,-3.2,77.0,8179,90.6,0.4R,1.11
GW,"April 5, 2026",1.8,-0.9,-2.7,66.8,-3.8,77.7,8811,91.2,5.3L,1.16
GW,"April 5, 2026",2.8,-0.9,-3.7,66.7,-2.6,75.6,8127,88.2,5.4L,1.13
GW,"April 14, 2026",0.2,3.0,2.8,65.3,-3.4,76.3,8588,89.1,14.9R,1.17
GW,"April 14, 2026",2.0,0.0,-2.0,68.2,-1.6,78.6,7553,92.9,1.2L,1.15
GW,"April 14, 2026",5.6,0.4,-5.2,64.6,-3.4,78.3,7908,92.8,0.8L,1.21
GW,"April 14, 2026",1.0,3.4,2.4,67.3,-2.4,77.0,8309,90.2,17.2R,1.14
GW,"April 14, 2026",3.4,3.3,-0.1,62.8,-3.6,78.8,7899,93.4,16.1R,1.25
GW,"April 14, 2026",3.0,-1.7,-4.7,67.3,-2.8,79.8,7658,95.6,12.0L,1.19
GW,"June 13, 2026",4.2,-2.5,-6.7,67.9,-3.0,78.5,7453,93.8,16.9L,1.16
GW,"June 13, 2026",4.2,-2.3,-6.5,67.3,-1.8,77.8,7481,92.4,15.0L,1.16
GW,"June 13, 2026",3.2,-1.1,-4.3,66.8,1.4,74.5,7277,86.7,7.0L,1.12
GW,"June 13, 2026",3.4,-1.4,-4.8,66.2,-1.2,78.2,7553,92.7,9.7L,1.18
GW,"June 13, 2026",1.6,-4.1,-5.7,67.8,-1.0,78.1,8365,91.8,22.5L,1.15
GW,"June 13, 2026",3.4,-4.2,-7.6,66.9,-3.0,76.8,7792,90.5,23.3L,1.15
GW,"June 13, 2026",2.8,-3.7,-6.5,67.8,-2.6,76.8,7861,90.5,20.4L,1.13
GW,"June 13, 2026",4.6,0.0,-4.6,66.9,-3.8,76.3,7861,89.7,2.3L,1.14
GW,"June 13, 2026",2.4,-3.9,-6.3,67.3,-2.0,77.3,7648,91.2,22.1L,1.15
GW,"June 13, 2026",2.2,-1.9,-4.1,67.8,-2.8,76.2,8471,88.8,10.0L,1.12
GW,"June 13, 2026",3.8,-5.8,-9.6,67.3,-1.8,76.1,7164,89.7,32.2L,1.13
GW,"June 13, 2026",2.8,-1.0,-3.8,67.3,-3.0,77.4,7905,91.1,6.4L,1.15
LW_0-40,"August 21, 2025",2.4,0.0,-2.4,49.6,-4.4,44.3,7374,37.4,1.5R,0.89
LW_0-40,"August 21, 2025",2.2,-0.9,-3.1,48.4,-4.6,41.5,5596,33.9,0.3L,0.86
LW_0-40,"August 21, 2025",1.2,-0.1,-1.3,49.1,-4.0,43.5,7105,36.3,0.5R,0.89
LW_0-40,"August 21, 2025",4.6,-3.3,-7.9,45.7,-1.6,44.8,6887,38.3,2.1L,0.98
LW_0-40,"August 21, 2025",3.2,-0.5,-3.7,47.0,-3.4,44.5,6688,37.8,1.0R,0.95
LW_0-40,"August 21, 2025",4.2,-2.3,-6.5,49.5,-4.8,44.8,7311,37.9,0.8L,0.91
LW_0-40,"August 21, 2025",3.8,0.9,-2.9,49.6,-2.6,43.7,7717,36.6,3.6R,0.88
LW_0-40,"August 21, 2025",2.2,0.8,-1.4,49.0,-2.6,45.6,6259,39.8,2.4R,0.93
LW_0-40,"August 21, 2025",2.0,-0.4,-2.4,47.2,-4.2,42.1,7033,33.9,0.7R,0.89
LW_0-40,"August 21, 2025",2.8,0.1,-2.7,47.6,-4.4,43.1,6718,35.6,1.7R,0.9
LW_0-40,"August 21, 2025",1.2,0.3,-0.9,49.0,-5.0,44.3,5706,37.9,1.0R,0.9
LW_0-40,"August 21, 2025",2.8,-0.6,-3.4,46.3,-3.2,43.6,5292,37.0,0.2R,0.94
LW_0-40,"August 25, 2025",4.6,-0.1,-4.7,50.7,-4.0,44.1,5282,37.8,1.7R,0.87
LW_0-40,"August 25, 2025",6.4,-3.6,-10.0,41.4,-3.8,41.9,6593,32.8,1.1L,1.01
LW_0-40,"August 25, 2025",3.4,0.2,-3.2,42.1,-5.2,40.5,6669,30.4,2.0R,0.96
LW_0-40,"August 25, 2025",5.8,-0.9,-6.7,41.8,0.0,43.6,5925,36.5,1.5R,1.04
LW_0-40,"August 25, 2025",5.0,-1.2,-6.2,39.0,0.4,40.9,4997,32.8,0.4R,1.05
LW_0-40,"August 25, 2025",1.8,-1.0,-2.8,41.6,-3.0,41.5,6635,32.8,0.1L,1.0
LW_0-40,"August 25, 2025",5.6,-1.6,-7.2,41.2,-2.4,40.3,6262,31.4,1.0R,0.98
LW_0-40,"August 25, 2025",4.4,-0.8,-5.2,50.2,-4.0,45.1,8134,37.9,1.8R,0.9
LW_0-40,"August 25, 2025",0.4,-2.3,-2.7,43.7,-6.6,44.3,6886,33.6,2.7L,1.01
LW_0-40,"August 25, 2025",5.8,-0.6,-6.4,50.7,-4.2,44.9,6024,38.8,1.6R,0.89
LW_0-40,"August 25, 2025",3.2,2.5,-0.7,41.5,-4.4,40.0,6839,30.5,4.4R,0.97
LW_0-40,"August 25, 2025",3.0,0.1,-2.9,52.7,-4.6,45.7,7992,39.0,2.1R,0.87
LW_0-40,"August 25, 2025",4.2,-2.8,-7.0,41.0,-4.6,39.6,6758,29.5,0.7L,0.97
LW_0-40,"August 25, 2025",2.0,-1.9,-3.9,40.1,-3.0,39.3,6338,30.0,1.0L,0.98
LW_0-40,"August 25, 2025",2.8,0.5,-2.3,49.0,-3.2,44.3,4441,38.0,1.8R,0.9
LW_0-40,"August 25, 2025",4.7,-3.3,-8.0,42.3,-0.9,39.5,4071,31.2,2.9L,0.93
LW_0-40,"August 25, 2025",3.8,-0.5,-4.3,40.2,-6.6,42.8,6061,30.6,1.0R,1.06
LW_0-40,"August 25, 2025",3.7,-1.9,-5.6,43.7,-1.5,42.9,6596,35.1,0.5L,0.98
LW_0-40,"August 25, 2025",4.2,-0.4,-4.6,49.5,-5.0,45.4,7639,38.0,2.0R,0.92
LW_0-40,"August 25, 2025",1.6,0.5,-1.1,43.2,-3.6,40.7,4818,32.8,1.3R,0.94
LW_0-40,"August 25, 2025",3.8,-0.6,-4.4,39.2,-6.6,42.2,5924,29.6,0.9R,1.08
LW_0-40,"August 25, 2025",3.0,-2.0,-5.0,41.2,-5.2,39.4,6601,28.5,0.5L,0.95
LW_0-40,"August 25, 2025",5.8,0.3,-5.5,39.7,-3.2,38.4,6508,28.5,3.3R,0.97
LW_0-40,"August 25, 2025",2.8,1.3,-1.5,42.4,-2.8,43.0,6906,35.4,3.2R,1.01
LW_0-40,"August 25, 2025",2.4,-0.9,-3.3,45.1,-2.4,41.9,7186,33.6,0.4R,0.93
LW_0-40,"August 25, 2025",8.1,-4.3,-12.4,38.0,-2.9,39.5,5971,28.7,0.8L,1.04
LW_0-40,"August 25, 2025",3.8,-0.7,-4.5,45.3,-5.0,44.0,7054,35.4,1.2R,0.97
LW_0-40,"August 25, 2025",3.2,-0.8,-4.0,44.6,-4.6,40.7,7084,31.0,0.9R,0.91
LW_0-40,"August 25, 2025",3.8,-1.8,-5.6,39.9,-4.6,38.8,6571,28.4,0.1R,0.97
LW_0-40,"August 25, 2025",3.8,-1.3,-5.1,45.5,-1.8,44.1,6823,36.9,0.3R,0.97
LW_0-40,"August 25, 2025",5.1,1.3,-3.8,42.2,-4.7,39.2,6925,28.7,4.0R,0.93
LW_0-40,"August 25, 2025",5.2,0.1,-5.1,52.1,-3.4,45.0,5025,39.0,2.0R,0.86
LW_0-40,"August 25, 2025",4.6,-1.1,-5.7,50.1,-2.0,44.9,5597,39.0,0.2R,0.9
LW_0-40,"August 25, 2025",3.2,-1.2,-4.4,41.7,-1.6,40.6,6248,32.1,0.3R,0.97
LW_0-40,"August 25, 2025",3.2,-3.4,-6.6,41.1,-6.0,38.2,6702,26.6,1.6L,0.93
LW_0-40,"March 13, 2026",1.4,0.5,-0.9,50.7,-2.2,46.3,8012,39.5,1.7R,0.91
LW_0-40,"June 13, 2026",3.4,-1.5,-4.9,36.0,-2.6,37.8,5137,28.6,0.2L,1.05
LW_0-40,"June 13, 2026",-2.0,1.3,3.3,36.2,-2.6,37.6,6019,27.8,0.3R,1.04
LW_0-40,"June 13, 2026",-4.2,2.8,7.0,35.8,-1.2,39.4,5985,30.2,0.9R,1.1
LW_0-40,"June 13, 2026",-0.4,-0.6,-0.2,37.8,-2.6,40.6,6129,31.7,1.0L,1.07
LW_0-40,"June 13, 2026",-0.6,-2.3,-1.7,32.9,-2.2,36.2,4318,26.6,2.6L,1.1
LW_0-40,"June 13, 2026",-2.4,-4.6,-2.2,33.5,-2.6,36.8,5614,26.7,5.6L,1.1
LW_0-40,"June 13, 2026",-1.0,-4.7,-3.7,35.9,-4.0,37.9,5659,27.7,5.3L,1.06
LW_0-40,"June 13, 2026",-2.6,-1.4,1.2,35.5,-3.0,35.0,6121,23.6,2.3L,0.99
LW_0-40,"June 13, 2026",3.2,-2.1,-5.3,43.2,-2.4,44.4,6523,37.6,1.3L,1.03
LW_0-40,"June 13, 2026",0.4,-0.9,-1.3,34.6,-2.2,37.1,4736,27.6,0.8L,1.07
LW_0-40,"June 13, 2026",-1.6,-2.1,-0.5,35.3,-4.6,36.1,5919,25.7,2.6L,1.02
LW_0-40,"June 13, 2026",-2.8,0.0,2.8,36.2,-1.4,37.9,5708,28.3,1.3L,1.05
LW_0-40,"June 13, 2026",-1.6,0.2,1.8,44.4,-3.4,41.1,7218,32.0,0.8L,0.92
LW_0-40,"June 13, 2026",-3.8,0.9,4.7,34.4,-2.8,36.5,5939,26.4,1.0L,1.06
LW_40-50,"August 21, 2025",4.0,-0.6,-4.6,56.2,-3.2,50.8,5169,47.9,0.2L,0.9
LW_40-50,"August 21, 2025",4.4,-1.8,-6.2,57.1,-5.0,51.1,8297,47.6,0.6L,0.89
LW_40-50,"August 21, 2025",3.0,0.4,-2.6,50.7,-3.6,46.3,5891,41.0,2.0R,0.91
LW_40-50,"August 21, 2025",4.2,-0.2,-4.4,58.0,-3.2,50.3,6671,47.0,1.5R,0.87
LW_40-50,"August 21, 2025",1.6,-0.3,-1.9,56.4,-3.6,48.0,8001,42.8,0.5R,0.85
LW_40-50,"August 21, 2025",4.4,-2.9,-7.3,57.8,-5.0,50.4,8632,45.9,2.1L,0.87
LW_40-50,"August 21, 2025",3.2,-1.2,-4.4,57.3,-3.2,51.0,6319,48.1,1.2L,0.89
LW_40-50,"August 21, 2025",2.4,-1.3,-3.7,57.7,-5.8,52.3,8371,48.8,1.2L,0.91
LW_40-50,"August 21, 2025",2.2,-0.8,-3.0,49.6,-3.6,46.2,7302,40.4,0.1R,0.93
LW_40-50,"August 21, 2025",2.4,0.2,-2.2,49.3,-2.0,46.7,7883,41.2,1.8R,0.95
LW_40-50,"August 21, 2025",2.6,0.5,-2.1,51.5,-3.8,48.3,8322,43.2,2.6R,0.94
