Club,Date,Club Path,Face Angle,Face To Path,Club Speed,Attack Angle,Ball Speed,Spin Rate,Carry,Side,Smash Factor
LW_60-70,"June 13, 2026",5.0,-2.7,-7.7,65.5,-2.0,63.1,9609,66.6,5.2L,0.96
LW_60-70,"June 13, 2026",3.2,-3.2,-6.4,62.7,-2.4,60.0,9339,61.8,6.4L,0.96
LW_60-70,"June 13, 2026",2.8,-2.8,-5.6,64.7,-1.4,62.0,8759,65.0,6.8L,0.96
PW,"June 15, 2026",6.0,-1.1,-7.1,68.1,-1.0,84.3,7637,103.0,14.1L,1.24
PW,"June 15, 2026",6.3,-0.9,-7.2,68.8,-2.5,85.0,7958,103.8,12.9L,1.24
PW,"June 15, 2026",5.4,0.9,-4.5,68.5,-3.2,83.2,7984,101.3,0.5R,1.22
PW,"June 15, 2026",5.2,-1.7,-6.9,68.4,-2.8,85.4,7774,104.9,17.8L,1.25
PW,"June 15, 2026",4.4,0.9,-3.5,68.7,-2.8,83.6,8153,101.5,1.5R,1.22
PW,"June 15, 2026",5.6,0.5,-5.1,68.4,-2.4,84.6,7909,103.3,3.1L,1.24
PW,"September 2, 2025",4.0,1.5,-2.5,67.3,-3.0,81.2,7661,98.1,5.7R,1.21
PW,"September 2, 2025",4.0,-2.1,-6.1,66.5,-3.0,83.1,6998,102.3,18.2L,1.25
PW,"September 2, 2025",4.0,0.5,-3.5,65.9,-3.4,84.2,7307,103.6,1.5L,1.28
PW,"September 2, 2025",4.0,-0.6,-4.6,65.8,-4.6,82.2,7327,100.5,7.5L,1.25
PW,"September 2, 2025",3.6,-0.9,-4.5,67.4,-3.2,80.9,7543,97.8,8.3L,1.2
PW,"September 2, 2025",5.4,-0.3,-5.7,66.4,-2.4,83.4,7225,102.2,8.2L,1.26
PW,"September 2, 2025",3.6,0.5,-3.1,67.3,-3.4,82.3,7441,100.1,0.3L,1.22
PW,"September 10, 2025",6.0,1.2,-4.8,67.3,-3.8,82.2,7719,99.8,2.1R,1.22
PW,"September 10, 2025",7.0,1.7,-5.3,68.3,-4.6,84.3,7794,103.2,3.3R,1.23
PW,"September 10, 2025",5.4,1.6,-3.8,68.2,-4.4,82.2,8158,99.5,4.9R,1.21
PW,"September 10, 2025",6.8,2.6,-4.2,67.5,-4.2,83.9,8052,102.3,9.5R,1.24
PW,"September 10, 2025",5.8,0.9,-4.9,67.5,-2.4,83.0,7609,101.3,0.3L,1.23
PW,"September 10, 2025",7.8,1.7,-6.1,67.2,-3.6,82.7,7726,100.6,3.0R,1.23
PW,"September 10, 2025",5.6,0.6,-5.0,68.0,-3.0,83.0,7894,101.0,1.6L,1.22
PW,"September 10, 2025",7.6,-0.9,-8.5,68.2,-5.0,84.5,7581,103.6,14.5L,1.24
PW,"September 10, 2025",5.4,2.7,-2.7,67.4,-4.0,82.7,8032,100.3,11.8R,1.23
PW,"September 10, 2025",6.2,2.7,-3.5,67.8,-3.0,83.5,7859,101.7,10.9R,1.23
PW,"September 10, 2025",7.2,1.5,-5.7,67.8,-3.8,83.7,7682,102.3,1.6R,1.23
PW,"October 2, 2025",5.2,0.0,-5.2,69.2,-3.6,84.0,8082,102.4,5.1L,1.21
PW,"October 2, 2025",5.6,0.7,-4.9,69.6,-4.0,85.7,7789,105.5,1.9L,1.23
PW,"January 20, 2026",4.8,-2.9,-7.7,69.2,-2.2,83.8,7479,102.5,24.4L,1.21
PW,"January 20, 2026",3.4,-0.9,-4.3,69.8,-3.8,82.2,7881,99.5,8.4L,1.18
PW,"January 20, 2026",4.0,-1.6,-5.6,69.1,-2.8,84.8,7693,103.8,14.9L,1.23
PW,"January 20, 2026",1.6,-2.5,-4.1,68.7,-3.6,82.9,8157,100.3,16.8L,1.21
PW,"January 20, 2026",3.2,0.3,-2.9,69.3,-3.6,83.8,7909,102.1,1.2L,1.21
PW,"January 20, 2026",1.4,-3.4,-4.8,69.6,-3.4,82.9,7575,101.3,22.8L,1.19
PW,"January 27, 2026",5.2,2.6,-2.6,69.1,-3.4,84.6,8007,103.4,11.6R,1.22
PW,"January 27, 2026",5.2,2.2,-3.0,68.7,-2.8,81.0,7816,97.7,8.8R,1.18
PW,"January 27, 2026",6.6,1.1,-5.5,69.0,-3.2,80.8,7685,97.5,0.7R,1.17
PW,"January 27, 2026",6.8,2.9,-3.9,69.2,-2.4,85.4,8018,104.5,11.3R,1.23
PW,"January 27, 2026",6.2,3.1,-3.1,68.6,-1.6,84.8,7652,103.6,13.5R,1.24
PW,"January 27, 2026",4.4,1.4,-3.0,68.8,-2.0,84.8,7562,104.4,3.9R,1.23
PW,"January 27, 2026",6.0,-1.0,-7.0,68.7,-1.6,83.4,7404,101.9,13.2L,1.21
PW,"January 27, 2026",5.6,0.9,-4.7,68.9,-2.8,84.5,7581,103.7,0.5L,1.23
PW,"January 27, 2026",7.2,1.9,-5.3,68.5,-2.4,83.7,7602,102.2,4.7R,1.22
PW,"January 30, 2026",6.6,-0.2,-6.8,67.0,-2.8,83.1,7996,101.0,7.8L,1.24
PW,"January 30, 2026",7.0,-1.1,-8.1,67.2,-3.2,82.8,7835,100.5,13.8L,1.23
PW,"January 30, 2026",4.8,-2.6,-7.4,66.8,-3.6,81.9,7546,99.5,20.8L,1.23
PW,"January 30, 2026",7.0,2.6,-4.4,67.4,-3.8,81.5,8646,97.7,10.5R,1.21
PW,"January 30, 2026",5.2,1.1,-4.1,67.0,-5.0,83.4,8047,101.5,2.0R,1.24
PW,"January 30, 2026",6.2,-2.2,-8.4,66.6,-3.2,83.5,7729,101.8,20.7L,1.25
PW,"January 30, 2026",6.0,-0.3,-6.3,67.2,-4.8,83.0,7612,101.3,7.9L,1.23
PW,"March 14, 2026",6.0,3.5,-2.5,68.6,-3.6,84.4,7874,102.8,16.3R,1.23
PW,"March 14, 2026",4.4,2.6,-1.8,68.0,-4.2,80.2,8663,95.1,11.9R,1.18
PW,"March 14, 2026",4.4,2.1,-2.3,69.2,-4.8,86.6,8166,106.4,8.8R,1.25
PW,"March 14, 2026",5.2,2.1,-3.1,68.3,-3.6,84.0,7626,102.5,7.8R,1.23
PW,"March 14, 2026",5.6,0.9,-4.7,69.0,-4.4,87.1,7557,108.3,1.0L,1.26
PW,"March 14, 2026",4.6,4.4,-0.2,68.0,-4.0,83.0,8139,100.1,22.7R,1.22
PW,"March 14, 2026",5.0,1.4,-3.6,69.2,-4.8,85.5,7861,105.1,3.9R,1.23
PW,"March 14, 2026",2.0,0.3,-1.7,68.5,-5.4,83.6,7737,102.3,0.3L,1.22
PW,"March 18, 2026",2.8,2.5,-0.3,69.8,-2.8,85.9,8086,105.0,13.6R,1.23
PW,"March 18, 2026",3.0,1.6,-1.4,69.4,-3.2,86.9,8208,106.6,7.2R,1.25
PW,"March 18, 2026",3.2,2.9,-0.3,69.5,-2.8,84.7,8277,103.0,15.5R,1.22
PW,"March 18, 2026",4.4,2.2,-2.2,69.3,-1.6,86.2,8125,104.8,9.7R,1.24
PW,"March 18, 2026",3.8,3.4,-0.4,69.4,-3.0,87.7,8061,108.1,18.7R,1.26
PW,"March 18, 2026",4.0,0.8,-3.2,69.5,-2.6,87.4,8028,107.7,0.1R,1.26
PW,"March 18, 2026",5.0,1.0,-4.0,69.3,-3.8,85.8,7718,105.9,0.5R,1.24
PW,"March 18, 2026",6.4,-0.3,-6.7,69.0,-2.8,84.7,7642,103.9,9.8L,1.23
PW,"March 18, 2026",3.4,0.1,-3.3,69.3,-2.0,87.1,8093,107.5,4.2L,1.26
PW,"March 18, 2026",2.4,-0.3,-2.7,68.5,-4.6,84.5,7340,104.4,4.6L,1.23
PW,"March 18, 2026",4.0,3.3,-0.7,69.9,-2.0,84.9,8029,103.6,16.9R,1.22
PW,"March 18, 2026",3.2,-0.8,-4.0,69.5,-2.8,84.0,7981,102.3,8.7L,1.21
PW,"March 18, 2026",3.0,2.3,-0.7,69.3,-2.2,83.9,8067,102.0,11.3R,1.21
PW,"March 18, 2026",4.4,2.6,-1.8,68.5,-2.6,86.0,7994,105.6,11.9R,1.26
PW,"March 18, 2026",2.8,1.9,-0.9,69.1,-3.6,85.5,8369,104.5,9.4R,1.24
PW,"March 18, 2026",2.8,2.5,-0.3,69.4,-2.0,87.5,8294,107.4,13.9R,1.26
PW,"April 13, 2026",1.8,-0.4,-2.2,67.6,-3.6,84.5,7757,103.6,4.8L,1.25
PW,"April 14, 2026",0.8,4.1,3.3,68.6,-4.4,79.7,8219,95.2,22.5R,1.16
PW,"April 14, 2026",6.2,-1.3,-7.5,68.3,-3.8,82.5,9000,97.2,11.3L,1.21
PW,"April 14, 2026",6.0,-2.9,-8.9,68.9,-3.4,82.5,8810,97.9,21.0L,1.2
PW,"April 14, 2026",6.6,0.2,-6.4,67.5,-4.0,85.8,7134,106.7,7.4L,1.27
PW,"April 14, 2026",4.0,3.1,-0.9,68.1,-5.4,84.7,8089,103.5,16.1R,1.24
PW,"April 14, 2026",2.2,0.2,-2.0,68.8,-4.0,83.4,7667,102.0,1.1L,1.21
PW,"April 14, 2026",-3.0,-3.5,-0.5,68.1,-5.0,83.5,7402,102.7,19.3L,1.23
PW,"April 14, 2026",4.6,-3.6,-8.2,69.7,-4.6,82.8,8960,98.5,24.1L,1.19
PW,"April 14, 2026",3.8,-1.1,-4.9,69.2,-4.6,87.4,7567,108.9,13.0L,1.26
PW,"April 14, 2026",4.8,2.0,-2.8,68.3,-3.6,84.2,7983,102.7,8.1R,1.23
PW,"April 14, 2026",2.6,-2.7,-5.3,68.7,-5.0,83.1,8740,99.6,18.1L,1.21
PW,"April 14, 2026",6.0,-0.8,-6.8,67.9,-4.2,86.5,7506,107.3,13.6L,1.27
PW,"April 14, 2026",5.2,-0.3,-5.5,68.9,-4.0,86.2,8038,106.1,8.0L,1.25
PW,"April 14, 2026",5.2,2.7,-2.5,68.8,-3.6,84.7,8003,103.5,12.2R,1.23
PW,"April 14, 2026",4.2,2.3,-1.9,68.9,-4.8,81.5,7831,98.6,10.0R,1.18
PW,"April 14, 2026",6.0,3.5,-2.5,66.7,-5.2,80.6,7935,97.0,16.3R,1.21
PW,"April 14, 2026",5.8,-3.1,-8.9,68.9,-3.2,87.4,7123,109.3,31.7L,1.27
PW,"April 14, 2026",3.6,0.6,-3.0,68.7,-5.2,80.9,7929,97.2,0.5R,1.18
PW,"June 13, 2026",5.3,-4.1,-9.4,68.7,-1.3,80.2,6283,98.0,30.7L,1.17
PW,"June 13, 2026",4.0,-3.2,-7.2,68.0,-1.8,86.0,6781,107.2,28.4L,1.26
PW,"June 13, 2026",2.0,-3.8,-5.8,68.1,-0.8,83.6,6925,103.1,27.5L,1.23
PW,"June 13, 2026",3.0,-3.6,-6.6,67.7,-1.2,84.4,6541,105.0,28.9L,1.25
PW,"June 13, 2026",3.2,-2.2,-5.4,67.5,-1.2,82.0,6891,100.2,17.2L,1.21
PW,"June 13, 2026",2.6,0.2,-2.4,66.3,-2.4,81.8,7151,99.4,1.6L,1.23
PW,"June 13, 2026",2.0,-3.9,-5.9,67.2,-2.2,84.0,6927,103.5,28.1L,1.25
PW,"June 13, 2026",3.0,-2.1,-5.1,68.0,-2.6,85.6,6785,106.1,18.9L,1.26
PW,"June 13, 2026",5.2,-2.8,-8.0,67.3,-3.2,81.3,6708,99.4,22.9L,1.21
PW,"June 13, 2026",2.4,-1.2,-3.6,68.3,-1.6,84.0,7049,103.4,10.7L,1.23
PW,"June 13, 2026",2.2,-2.0,-4.2,68.2,-0.8,85.2,6733,105.3,16.7L,1.25
PW,"June 13, 2026",2.8,-1.3,-4.1,67.8,-2.4,82.5,7006,101.0,11.1L,1.22
PW,"June 13, 2026",2.4,-1.5,-3.9,67.0,-2.0,82.5,6986,100.8,12.5L,1.23
PW,"June 13, 2026",2.6,-1.7,-4.3,67.9,-2.2,84.4,6795,104.4,15.0L,1.24
PW,"June 13, 2026",3.8,-2.7,-6.5,67.8,-2.4,81.8,7082,99.7,20.8L,1.21
SW_70-75,"August 21, 2025",4.6,-4.5,-9.1,67.0,-4.2,67.9,9685,74.6,14.4L,1.01
SW_70-75,"August 21, 2025",5.6,-0.6,-6.2,64.2,-3.0,65.9,9462,71.3,0.3R,1.03
SW_70-75,"August 21, 2025",5.6,-1.6,-7.2,65.2,-1.6,66.9,9215,72.9,3.6L,1.03
SW_70-75,"August 21, 2025",6.8,-3.1,-9.9,67.3,-3.2,66.2,9403,71.8,7.8L,0.98
SW_70-75,"August 21, 2025",7.0,-1.7,-8.7,66.1,-1.2,67.4,9149,73.7,3.6L,1.02
SW_70-75,"August 21, 2025",6.0,-1.4,-7.4,66.1,-4.8,66.4,9201,72.3,2.9L,1.0
SW_70-75,"August 21, 2025",5.6,2.9,-2.7,64.5,-3.0,67.2,9536,73.4,12.0R,1.04
SW_70-75,"August 21, 2025",7.6,-2.4,-10.0,67.1,-4.6,66.6,9647,72.4,5.3L,0.99
SW_70-75,"August 23, 2025",2.8,-3.1,-5.9,63.4,-4.0,67.4,8939,74.1,10.5L,1.06
SW_70-75,"August 23, 2025",3.2,-4.8,-8.0,62.4,-3.4,65.6,8782,71.2,15.3L,1.05
SW_70-75,"August 23, 2025",2.8,-4.6,-7.4,64.4,-4.0,67.1,8919,73.6,15.7L,1.04
SW_70-75,"August 23, 2025",-0.8,-2.1,-1.3,64.3,0.4,65.0,8407,70.2,7.3L,1.01
SW_70-75,"August 23, 2025",3.8,-3.2,-7.0,63.5,-2.2,67.1,8327,73.4,11.0L,1.06
SW_70-75,"August 23, 2025",2.8,-3.9,-6.7,64.1,-3.4,67.1,8889,73.6,13.3L,1.05
SW_70-75,"August 23, 2025",1.2,0.0,-1.2,63.5,-2.4,66.4,9092,72.1,0.4R,1.04
SW_70-75,"August 23, 2025",1.8,-0.7,-2.5,64.3,-3.2,67.3,8974,73.4,1.9L,1.05
SW_70-75,"August 23, 2025",-0.2,0.3,0.5,65.0,0.2,65.5,8967,70.9,1.0R,1.01
SW_70-75,"August 25, 2025",5.8,-1.8,-7.6,61.4,-3.2,67.0,8398,73.7,5.3L,1.09
SW_70-75,"August 25, 2025",4.4,-1.8,-6.2,61.8,-3.0,66.7,8786,73.1,5.4L,1.08
SW_70-75,"August 25, 2025",5.1,-1.3,-6.4,62.6,-5.7,64.9,8902,70.1,2.4L,1.04
SW_70-75,"August 25, 2025",7.9,-2.3,-10.2,61.3,-9.7,67.6,8578,74.6,7.4L,1.1
SW_70-75,"August 25, 2025",4.6,-2.4,-7.0,61.8,-3.2,66.1,8756,72.0,6.9L,1.07
SW_70-75,"August 25, 2025",4.8,-2.8,-7.6,62.3,-2.8,67.1,8895,73.7,8.7L,1.08
SW_70-75,"August 25, 2025",3.8,-0.9,-4.7,62.1,-3.4,65.3,9041,70.6,1.4L,1.05
SW_70-75,"August 29, 2025",-0.4,0.2,0.6,66.4,2.6,66.8,9721,72.8,0.6R,1.01
SW_70-75,"August 29, 2025",2.0,-2.2,-4.2,66.7,-2.2,65.5,9621,70.6,6.1L,0.98
SW_70-75,"August 29, 2025",3.8,-1.0,-4.8,66.4,-1.8,65.2,9452,70.3,1.4L,0.98
SW_70-75,"August 29, 2025",2.8,-0.2,-3.0,67.0,-2.8,67.3,9532,73.6,0.5R,1.0
SW_70-75,"August 29, 2025",2.2,-0.2,-2.4,66.9,-0.8,66.2,9778,71.7,0.5R,0.99
SW_70-75,"August 29, 2025",1.4,-3.3,-4.7,66.5,-3.2,67.1,9487,73.5,11.1L,1.01
SW_70-75,"August 29, 2025",3.2,-0.8,-4.0,66.3,-3.2,66.9,9198,73.0,1.7L,1.01
SW_70-75,"August 29, 2025",5.4,-2.3,-7.7,66.0,-2.0,67.8,8941,74.5,6.8L,1.03
SW_70-75,"August 29, 2025",3.4,-0.9,-4.3,64.9,-1.0,65.2,9501,70.1,1.4L,1.0
SW_70-75,"August 29, 2025",3.2,-0.3,-3.5,66.3,-1.4,67.8,8935,74.0,0.1L,1.02
SW_70-75,"August 29, 2025",0.6,-1.7,-2.3,66.6,-1.6,67.8,9383,74.6,6.0L,1.02
SW_70-75,"September 2, 2025",4.6,-1.5,-6.1,59.0,-2.4,65.2,7893,70.9,4.2L,1.1
SW_70-75,"September 2, 2025",2.8,-5.3,-8.1,59.4,-1.6,66.7,7949,73.3,19.0L,1.12
SW_70-75,"September 2, 2025",2.4,-2.5,-4.9,61.3,2.4,66.6,8176,73.1,8.6L,1.09
SW_70-75,"September 6, 2025",-0.2,-0.5,-0.3,62.1,-2.6,65.1,9175,70.2,1.8L,1.05
SW_70-75,"September 17, 2025",8.4,0.9,-7.5,66.1,-2.4,67.6,9435,74.3,6.2R,1.02
SW_70-75,"September 17, 2025",4.8,2.5,-2.3,66.7,-2.2,67.0,9532,73.3,10.5R,1.01
SW_70-75,"October 2, 2025",3.2,-4.5,-7.7,66.4,-3.8,67.1,9162,73.5,15.0L,1.01
SW_70-75,"October 2, 2025",4.2,-0.7,-4.9,65.4,-3.4,67.4,9463,73.7,0.8L,1.03
SW_70-75,"October 2, 2025",2.2,-2.2,-4.4,66.2,-2.4,65.9,9516,71.4,6.4L,1.0
SW_70-75,"October 2, 2025",4.0,0.1,-3.9,65.8,-1.8,66.8,9708,72.2,2.2R,1.02
SW_70-75,"October 2, 2025",4.2,0.0,-4.2,64.6,-2.8,65.7,9251,71.1,1.8R,1.02
SW_70-75,"October 2, 2025",4.8,-1.9,-6.7,65.4,-4.0,66.8,8958,73.1,5.4L,1.02
SW_70-75,"October 17, 2025",4.2,-3.7,-7.9,66.2,-4.8,67.7,8645,74.7,13.0L,1.02
SW_70-75,"October 17, 2025",5.2,-4.0,-9.2,66.0,-4.4,67.1,9372,73.4,12.4L,1.02
SW_70-75,"October 17, 2025",5.4,-1.4,-6.8,66.2,-4.8,67.8,9409,74.5,3.2L,1.03
SW_70-75,"October 17, 2025",6.5,0.8,-5.7,66.9,-5.3,66.6,9821,72.5,5.4R,1.0
SW_70-75,"October 17, 2025",-0.4,-3.4,-3.0,67.3,-3.8,65.1,9204,70.0,11.2L,0.97
SW_70-75,"October 17, 2025",1.0,-4.0,-5.0,66.9,-4.4,65.4,8631,71.0,13.3L,0.98
SW_70-75,"October 17, 2025",3.6,-2.5,-6.1,66.4,-4.8,65.3,9349,70.0,6.7L,0.98
SW_70-75,"October 17, 2025",5.6,-1.3,-6.9,65.0,-5.2,65.5,8096,71.3,3.3L,1.01
SW_70-75,"January 13, 2026",5.2,-1.8,-7.0,65.6,-0.4,67.2,8603,73.8,5.3L,1.02
SW_70-75,"January 13, 2026",3.0,-1.4,-4.4,67.2,-3.4,65.5,9558,70.8,3.2L,0.97
SW_70-75,"January 13, 2026",5.8,-4.1,-9.9,65.4,-3.6,66.0,9099,71.6,11.9L,1.01
SW_70-75,"January 13, 2026",5.2,-2.2,-7.4,66.7,-4.2,67.8,9426,74.6,6.3L,1.02
SW_70-75,"January 13, 2026",5.4,-1.5,-6.9,66.4,-4.2,66.5,9139,72.5,3.5L,1.0
SW_70-75,"January 27, 2026",3.2,-1.9,-5.1,65.4,-2.8,66.7,9561,72.8,5.2L,1.02
SW_70-75,"January 27, 2026",0.6,-1.3,-1.9,66.9,-2.8,66.3,9623,72.0,4.0L,0.99
SW_70-75,"January 27, 2026",-0.2,-0.7,-0.5,66.9,-0.2,68.0,9485,74.1,2.6L,1.02
SW_70-75,"January 27, 2026",4.6,-3.9,-8.5,65.9,-2.8,66.2,8623,72.0,12.3L,1.0
SW_70-75,"January 27, 2026",0.2,-0.2,-0.4,65.0,-3.8,65.4,9075,70.2,0.6L,1.01
SW_70-75,"January 27, 2026",2.2,0.1,-2.1,63.3,-3.8,66.3,8226,72.0,0.8R,1.05
SW_70-75,"January 29, 2026",4.0,2.1,-1.9,66.8,0.0,66.2,9109,71.8,8.5R,0.99
SW_70-75,"January 29, 2026",4.6,5.7,1.1,66.1,0.6,68.0,9833,74.4,21.9R,1.03
SW_70-75,"February 1, 2026",4.2,2.0,-2.2,63.5,-3.0,65.0,9289,70.0,8.3R,1.02
SW_70-75,"February 1, 2026",5.0,1.6,-3.4,65.2,-4.4,65.9,10139,71.2,7.7R,1.01
SW_70-75,"February 1, 2026",4.2,2.1,-2.1,63.6,-4.0,65.1,9729,70.0,8.6R,1.02
SW_70-75,"February 1, 2026",3.8,1.4,-2.4,64.3,-4.4,66.9,9811,72.9,6.3R,1.04
SW_70-75,"February 1, 2026",3.8,1.3,-2.5,65.1,-5.2,65.2,10028,70.2,6.1R,1.0
SW_70-75,"February 6, 2026",2.2,-3.4,-5.6,65.6,-3.6,67.5,9728,73.9,10.9L,1.03
SW_70-75,"February 6, 2026",1.8,-2.8,-4.6,64.8,-3.4,66.8,9721,72.7,8.8L,1.03
SW_70-75,"February 6, 2026",3.0,-0.1,-3.1,67.2,-3.6,66.2,9538,71.8,1.0R,0.99
SW_70-75,"February 11, 2026",3.4,-1.8,-5.2,65.6,-2.0,67.4,9541,73.8,5.1L,1.03
SW_70-75,"February 11, 2026",4.4,-1.6,-6.0,63.9,-4.0,66.3,9811,72.0,3.5L,1.04
SW_70-75,"February 11, 2026",5.8,-1.6,-7.4,65.1,-2.6,66.4,9576,72.2,3.0L,1.02
SW_70-75,"March 13, 2026",6.6,-0.4,-7.0,66.5,-4.0,67.7,9193,74.5,0.4R,1.02
SW_70-75,"March 14, 2026",2.4,2.8,0.4,65.1,-4.6,66.2,8750,72.3,10.4R,1.02
SW_70-75,"March 14, 2026",2.4,0.9,-1.5,65.6,-5.8,66.1,8810,72.1,3.8R,1.01
SW_70-75,"March 14, 2026",3.4,0.3,-3.1,65.4,-3.6,67.1,8530,73.9,1.7R,1.03
SW_70-75,"March 18, 2026",2.4,0.8,-1.6,65.7,-2.8,67.6,8632,74.0,3.4R,1.03
SW_70-75,"March 18, 2026",1.6,-0.4,-2.0,66.2,-4.6,65.8,9855,71.1,0.7L,0.99
SW_70-75,"March 18, 2026",4.9,0.4,-4.5,66.8,-6.5,66.6,9484,72.6,3.3R,1.0
SW_70-75,"April 5, 2026",2.8,0.5,-2.3,61.9,-3.6,65.3,9196,70.7,2.7R,1.06
SW_70-75,"April 5, 2026",2.2,-1.8,-4.0,66.3,-4.0,67.0,8885,73.5,6.0L,1.01
SW_70-75,"April 5, 2026",2.8,2.4,-0.4,65.4,-2.8,66.4,9785,72.2,9.4R,1.02
SW_70-75,"April 5, 2026",3.4,-0.9,-4.3,64.3,-1.4,65.1,8931,70.0,1.7L,1.01
SW_70-75,"April 5, 2026",2.2,-1.9,-4.1,65.7,-4.0,67.4,9071,74.2,6.1L,1.03
SW_70-75,"April 5, 2026",2.2,0.3,-1.9,63.7,-2.6,66.0,9247,71.7,1.9R,1.03
SW_70-75,"April 11, 2026",1.2,3.3,2.1,67.8,-1.8,67.1,9849,72.7,11.7R,0.99
SW_70-75,"April 11, 2026",0.0,1.8,1.8,68.4,0.0,67.2,9747,73.3,5.9R,0.98
SW_70-75,"April 11, 2026",3.0,-1.9,-4.9,63.6,-0.6,66.0,8390,71.6,5.6L,1.04
SW_70-75,"April 11, 2026",0.0,0.7,0.7,67.8,-2.4,67.7,9783,73.7,2.3R,1.0
SW_70-75,"April 11, 2026",1.8,0.8,-1.0,67.4,-1.6,65.7,9887,70.8,3.3R,0.97
SW_70-75,"April 11, 2026",3.2,1.9,-1.3,67.3,-3.6,67.2,9571,73.2,7.9R,1.0
SW_70-75,"April 13, 2026",4.8,1.5,-3.3,64.2,-1.6,67.2,8951,73.2,6.8R,1.05
SW_70-75,"April 13, 2026",2.6,2.9,0.3,66.5,-1.6,67.9,9397,73.9,11.2R,1.02
SW_70-75,"April 13, 2026",3.8,0.8,-3.0,63.5,-1.8,65.2,9376,70.0,4.3R,1.03
SW_70-75,"June 13, 2026",3.4,-1.5,-4.9,66.9,-1.6,67.9,9451,74.4,4.1L,1.02
SW_70-75,"June 13, 2026",1.8,-1.7,-3.5,66.6,-0.8,68.2,9599,74.9,5.4L,1.02
SW_70-75,"June 13, 2026",3.6,-0.5,-4.1,65.3,-3.2,68.1,9235,74.9,0.8L,1.04
SW_70-75,"June 14, 2026",2.8,-3.1,-5.9,63.4,-4.0,67.4,8939,74.1,10.5L,1.06
SW_70-75,"June 14, 2026",3.2,-4.8,-8.0,62.4,-3.4,65.6,8782,71.2,15.3L,1.05
