PW,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: June 15, 2026"
7 IRON,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: March 14, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,2.8,3.8,1,71.1,-5.2,99.9,5300,135.7,30.3R,1.41,
2,,,,1.4,0.6,-0.8,72.3,-4.6,98.6,5240,133.2,1.5R,1.36,
3,,,,4.4,5.6,1.2,70.8,-3.2,97.1,5260,131.3,42.4R,1.37,
4,,,,3.6,0.6,-3,72.7,-4.8,103.2,5090,141.9,7.7L,1.42,
5,,,,1.4,0.2,-1.2,71.3,-4.6,95.6,4970,126.7,1.9L,1.34,
6,,,,2.2,0.2,-2,71.8,-4.4,101.8,5120,139.7,6.9L,1.42,
,,,,,,,,,,,,,,
3 WOOD,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: March 14, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
,,,,,,,,,,,,,,
2,,,,6.8,2.3,-4.5,82.1,-1,120,3110,174.1,1.1L,1.46,
3,,,,7.6,3.1,-4.5,82.5,0,121.9,2940,178.3,4.2L,1.48,
,,,,,,,,,,,,,,
SW,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: March 18, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,0.4,6.3,5.9,64.7,-4.6,60.5,9597,62.6,17.0R,0.94,
2,,,,-,-,-,67.5,-,68.2,7000,76.7,2.2R,1.01,
3,,,,-,-,-,65.6,-,70.4,9075,79,0.4L,1.07,
4,,,,2.2,1.9,-0.3,66,-2,64.5,10135,69.1,7.1R,0.98,
5,,,,-,-,-,66,-,66.6,6890,74.1,7.3R,1.01,
6,,,,0,-1.5,-1.5,65.2,-2.4,63.3,8050,67.7,4.9L,0.97,
7,,,,2.4,0.8,-1.6,65.7,-2.8,67.6,8632,74,3.4R,1.03,
8,,,,4,-2.6,-6.6,65.9,-3.4,73,9058,83.1,11.5L,1.11,
9,,,,-,4.1,-,-,-,61.1,9766,63.5,12.1R,-1,
10,,,,-,-,-,64.8,-,58.2,7234,59.1,8.4R,0.9,
11,,,,3.2,-0.4,-3.6,65.8,-3.2,71,8731,79.8,1.3L,1.08,
12,,,,-,2.4,-,-,-,59.1,8985,60.5,7.6R,-1,
13,,,,1.6,-0.4,-2,66.2,-4.6,65.8,9855,71.1,0.7L,0.99,
14,,,,3,-0.2,-3.2,66.3,-4.2,68.8,9378,76.1,0.2R,1.04,
15,,,,0.9,1.8,0.9,66.3,-6.3,63.4,9161,67.4,5.8R,0.96,
16,,,,-,-,-,63.6,-,57.6,7475,58.4,1.3R,0.9,
17,,,,4.9,0.4,-4.5,66.8,-6.5,66.6,9484,72.6,3.3R,1,
18,,,,2.2,-0.6,-2.8,67.9,-4.6,75.3,8825,87.4,3.2L,1.11,
19,,,,4,0.1,-3.9,66,-3.2,70.1,8860,78.2,0.8R,1.06,
,,,,,,,,,,,,,,
GW,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: March 18, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,3.4,-0.8,-4.2,67.9,-4,77.6,8237,91.3,5.5L,1.14,
2,,,,2,0.2,-1.8,67.1,-4.8,75.6,8791,87.8,0.4R,1.13,
3,,,,2.6,-3.8,-6.4,68,-4.4,78.7,8191,93.2,22.0L,1.16,
4,,,,0.2,0.7,0.5,62.3,-3,57.2,4524,59.3,2.2R,0.92,
5,,,,-1.4,4.6,6,61.1,-2.6,46.7,6262,41.3,7.0R,0.76,
6,,,,4.4,0.5,-3.9,67.5,-3.8,77.9,8523,91.8,0.8R,1.15,
7,,,,3,-0.4,-3.4,68.2,-4.4,77.3,8515,90.8,3.1L,1.13,
8,,,,2.6,-1.8,-4.4,68,-5,77.8,8298,91.9,10.8L,1.14,
,,,,,,,,,,,,,,
PW,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: March 18, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,2.8,2.5,-0.3,69.8,-2.8,85.9,8086,105,13.6R,1.23,
2,,,,3,1.6,-1.4,69.4,-3.2,86.9,8208,106.6,7.2R,1.25,
3,,,,3.2,2.9,-0.3,69.5,-2.8,84.7,8277,103,15.5R,1.22,
4,,,,4.4,2.2,-2.2,69.3,-1.6,86.2,8125,104.8,9.7R,1.24,
5,,,,3.8,3.4,-0.4,69.4,-3,87.7,8061,108.1,18.7R,1.26,
6,,,,4,0.8,-3.2,69.5,-2.6,87.4,8028,107.7,0.1R,1.26,
7,,,,5,1,-4,69.3,-3.8,85.8,7718,105.9,0.5R,1.24,
8,,,,6.4,-0.3,-6.7,69,-2.8,84.7,7642,103.9,9.8L,1.23,
9,,,,3.4,0.1,-3.3,69.3,-2,87.1,8093,107.5,4.2L,1.26,
10,,,,2.4,-0.3,-2.7,68.5,-4.6,84.5,7340,104.4,4.6L,1.23,
11,,,,4,3.3,-0.7,69.9,-2,84.9,8029,103.6,16.9R,1.22,
12,,,,3.2,-0.8,-4,69.5,-2.8,84,7981,102.3,8.7L,1.21,
13,,,,3,2.3,-0.7,69.3,-2.2,83.9,8067,102,11.3R,1.21,
14,,,,2.8,-2.2,-5,70.3,-3.4,88.4,7160,111.3,21.0L,1.26,
15,,,,4.4,2.6,-1.8,68.5,-2.6,86,7994,105.6,11.9R,1.26,
16,,,,2.8,1.9,-0.9,69.1,-3.6,85.5,8369,104.5,9.4R,1.24,
17,,,,2.8,2.5,-0.3,69.4,-2,87.5,8294,107.4,13.9R,1.26,
,,,,,,,,,,,,,,
GW,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: March 27, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,3.8,1,-2.8,68.1,-2.4,78.4,8647,91.9,3.9R,1.15,
2,,,,5.2,1.8,-3.4,69.8,-2.4,81.4,8557,96.8,6.8R,1.17,
3,,,,3.8,0.1,-3.7,69.3,-2.8,80.6,8646,95.7,1.5L,1.16,
4,,,,3,2.6,-0.4,66.7,-2.8,75.8,9053,88,11.8R,1.14,
5,,,,4.6,0.4,-4.2,68.9,-4.2,78.6,9045,92.6,0.5R,1.14,
6,,,,2.4,2.6,0.2,70.3,-2.4,81,8727,96,13.0R,1.15,
7,,,,1.4,2.7,1.3,69.6,-3.2,78.6,9286,91.9,13.2R,1.13,
8,,,,2.8,1.2,-1.6,69.2,-3.6,75.4,9403,87.1,5.5R,1.09,
9,,,,4.8,0.2,-4.6,69.5,-3,80.1,9094,95,1.4L,1.15,
10,,,,5,1.1,-3.9,67.7,-2.6,82.3,8556,98.4,2.8R,1.22,
11,,,,6.8,2.1,-4.7,68.9,-2.8,80.3,8737,95.2,8.0R,1.16,
12,,,,3.4,2.1,-1.3,68.9,-2.2,78.5,8851,91.8,9.8R,1.14,
13,,,,4,0.4,-3.6,69.1,-3.2,77,8179,90.6,0.4R,1.11,
,,,,,,,,,,,,,,
7 IRON,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: March 27, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,1.4,1.3,-0.1,73.4,-2,103.1,5603,141.3,9.6R,1.41,
2,,,,2.8,1.1,-1.7,73,-2.8,104,5286,143.7,1.2R,1.42,
3,,,,2.8,0.9,-1.9,72.8,-1.4,103.9,4624,146.3,3.0L,1.43,
4,,,,2.6,-0.1,-2.7,73.2,-2.6,102.7,5201,141.7,12.1L,1.4,
,,,,,,,,,,,,,,
8 IRON,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: March 27, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,3.6,0.8,-2.8,72.1,-2.2,98.5,5734,132.7,4.2L,1.37,
2,,,,3,0.7,-2.3,71.9,-2.4,98.8,5755,133.1,3.0L,1.38,
3,,,,3.2,0.5,-2.7,72.3,-2.8,99,5727,133.5,5.3L,1.37,
,,,,,,,,,,,,,,
9 IRON,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: March 27, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,3.6,2.7,-0.9,70.2,-3.8,90.6,7049,115.4,14.7R,1.29,
2,,,,3.6,1.5,-2.1,70.8,-2.6,92.1,6998,117.9,4.8R,1.3,
3,,,,4.2,3.4,-0.8,70.4,-3.8,90.5,7348,114.3,19.2R,1.29,
4,,,,2.2,1.5,-0.7,70.8,-2.4,90.2,7182,114.3,7.7R,1.27,
5,,,,3,0.3,-2.7,71.3,-1.8,93.2,7118,119.5,4.1L,1.31,
6,,,,4.2,2,-2.2,70.7,-3.2,91.3,6808,117,7.7R,1.29,
,,,,,,,,,,,,,,
SW,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: April 5, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,2.8,0.5,-2.3,61.9,-3.6,65.3,9196,70.7,2.7R,1.06,
2,,,,1.6,-0.8,-2.4,64.6,-3.4,68.3,9201,75.6,2.4L,1.06,
3,,,,2.2,-1.8,-4,66.3,-4,67,8885,73.5,6.0L,1.01,
4,,,,2.8,2.4,-0.4,65.4,-2.8,66.4,9785,72.2,9.4R,1.02,
5,,,,3,1.7,-1.3,61.3,-4.6,63.3,9186,67.2,6.5R,1.03,
6,,,,4.4,0.2,-4.2,65.2,-3.6,71.4,9151,80.5,1.3R,1.09,
7,,,,3.4,-0.9,-4.3,64.3,-1.4,65.1,8931,70,1.7L,1.01,
8,,,,2.2,-1.9,-4.1,65.7,-4,67.4,9071,74.2,6.1L,1.03,
9,,,,2.2,0.3,-1.9,63.7,-2.6,66,9247,71.7,1.9R,1.03,
,,,,,,,,,,,,,,
GW,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: April 5, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,1.8,-0.9,-2.7,66.8,-3.8,77.7,8811,91.2,5.3L,1.16,
2,,,,2.8,-0.9,-3.7,66.7,-2.6,75.6,8127,88.2,5.4L,1.13,
,,,,,,,,,,,,,,
8 IRON,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: April 5, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,4.6,4.1,-0.5,70.3,-2.6,94,5537,125.2,25.7R,1.34,
2,,,,4.4,-0.8,-5.2,70.8,-2.4,97.7,4736,134.4,23.4L,1.38,
3,,,,3.4,0.6,-2.8,70.8,-1.6,96.5,4792,132.4,4.7L,1.36,
4,,,,3,-1.8,-4.8,71.2,-2.2,98.4,4879,135.5,29.4L,1.38,
5,,,,4.2,0.8,-3.4,70.4,-1.6,97.7,4923,134.2,5.5L,1.39,
6,,,,3,-1.6,-4.6,70.9,-2.4,98.6,5332,134.1,26.3L,1.39,
7,,,,5.6,-2.4,-8,71.1,-1.4,97.7,4939,133.1,44.1L,1.37,
8,,,,5,-0.3,-5.3,71.3,-1.8,99.1,4899,136.7,20.9L,1.39,
9,,,,4.8,1.5,-3.3,70.1,-3,95.2,4887,129.3,0.5R,1.36,
10,,,,3.8,1.6,-2.2,71.3,-2,96.9,4883,132.9,3.8R,1.36,
11,,,,4,-3,-7,71.9,-2.2,100.8,5068,138.6,47.7L,1.4,
12,,,,1.2,2.1,0.9,71.1,-2.2,95.5,5159,129,17.1R,1.34,
13,,,,6.8,0.2,-6.6,70.2,-1.4,98.4,4421,137.2,21.5L,1.4,
14,,,,0.6,0.5,-0.1,70.2,-2.2,92.9,5493,123.2,3.3R,1.32,
,,,,,,,,,,,,,,
8 IRON,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: April 7, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,-2.4,-2.3,0.1,70,-2.6,96,5495,128.9,15.2L,1.37,
2,,,,2.2,2.1,-0.1,73.5,-4.2,99.1,6664,130.9,14.7R,1.35,
3,,,,-1.6,-2.1,-0.5,70.9,-1.4,95.5,5628,127.5,15.4L,1.35,
4,,,,3,1.4,-1.6,72.4,-3.6,99.5,6184,132.9,4.6R,1.37,
5,,,,2.6,1.7,-0.9,72.6,-2.8,98.9,6264,131.6,9.3R,1.36,
6,,,,4,1.6,-2.4,73.2,-2.2,97.6,5984,130,3.8R,1.33,
7,,,,3.4,0.7,-2.7,73.2,-3.2,100.5,6054,135.1,4.3L,1.37,
,,,,,,,,,,,,,,
9 IRON,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: April 7, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,4.8,2.2,-2.6,71,-2.8,91,7400,115,8.0R,1.28,
2,,,,3.6,1.9,-1.7,69.3,-4.4,87.5,7295,109.5,8.3R,1.26,
3,,,,4.2,2.5,-1.7,69.6,-2.8,87.6,7267,109.7,12.0R,1.26,
4,,,,5.2,2.6,-2.6,71.2,-3.2,93.4,7320,119.1,10.8R,1.31,
5,,,,2.2,-0.2,-2.4,71.1,-2.6,92.6,7200,118.2,6.3L,1.3,
6,,,,5.2,0.6,-4.6,69.6,-3.6,91.8,6742,117.9,5.6L,1.32,
7,,,,3.4,3.9,0.5,69.4,-3.8,88.2,7543,110.2,23.4R,1.27,
8,,,,6,1.5,-4.5,71.1,-2.8,92.3,6417,119.4,0.3L,1.3,
9,,,,4,0.7,-3.3,69.7,-4,84.9,7036,105.5,0.7L,1.22,
10,,,,5.6,1.3,-4.3,70.5,-3.4,90.1,7410,113.7,0.1L,1.28,
11,,,,4,2.3,-1.7,70.8,-2.2,86.1,6788,108,10.3R,1.22,
12,,,,7.2,4.4,-2.8,69.3,-3.8,89.8,6729,114.5,21.1R,1.3,
13,,,,3.4,1.6,-1.8,71.1,-2.4,89.6,6879,114,6.6R,1.26,
,,,,,,,,,,,,,,
SW,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: April 11, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,1.2,3.3,2.1,67.8,-1.8,67.1,9849,72.7,11.7R,0.99,
2,,,,2.8,2.4,-0.4,67.9,-3.8,64.8,8143,69.1,8.6R,0.95,
3,,,,0,1.8,1.8,68.4,0,67.2,9747,73.3,5.9R,0.98,
4,,,,0.8,1.4,0.6,65.6,-2.8,64.2,8690,69,4.9R,0.98,
5,,,,2,-2.1,-4.1,67.2,-3,69.9,8760,78.2,8.1L,1.04,
6,,,,3,-1.9,-4.9,63.6,-0.6,66,8390,71.6,5.6L,1.04,
7,,,,2,6.2,4.2,64.1,-1.6,59.4,8800,60.9,17.4R,0.93,
8,,,,0,0.7,0.7,67.8,-2.4,67.7,9783,73.7,2.3R,1,
9,,,,2.2,-1.8,-4,67.8,-1.6,71.2,9689,79.8,6.7L,1.05,
10,,,,1.8,0.8,-1,67.4,-1.6,65.7,9887,70.8,3.3R,0.97,
11,,,,3.2,1.9,-1.3,67.3,-3.6,67.2,9571,73.2,7.9R,1,
12,,,,0.2,0.4,0.2,64.5,-2.4,63.4,8500,67.6,1.3R,0.98,
,,,,,,,,,,,,,,
9 IRON,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: April 11, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,2.2,0.4,-1.8,69.1,-2.2,88.1,6637,111.4,0.9L,1.27,
2,,,,4.2,0.4,-3.8,70.2,-1.6,90.6,6302,116.6,5.5L,1.29,
3,,,,6.1,-0.9,-7,70.5,-2.9,91.9,6829,117.7,19.8L,1.3,
4,,,,6.2,2.4,-3.8,69.9,-1.8,88,6947,110.9,7.3R,1.26,
5,,,,0.4,0.1,-0.3,70.4,-2,88.8,6558,112.9,0.5R,1.26,
6,,,,3.8,3,-0.8,69.4,-2.2,89.2,7013,112.6,16.5R,1.28,
7,,,,6.8,3.3,-3.5,70.1,-1.4,89.8,6423,115,12.6R,1.28,
8,,,,6.2,3.3,-2.9,69.5,-1.4,95.8,5759,127.6,12.9R,1.38,
9,,,,4.8,2.1,-2.7,70.5,-2.2,93.5,5884,123.2,6.1R,1.33,
10,,,,6,1.8,-4.2,69.6,-1.8,90.7,6474,116.5,2.6R,1.3,
11,,,,3.4,2.9,-0.5,42.4,-2.2,59.1,3944,59.5,9.0R,1.39,
12,,,,5,3.2,-1.8,69,-0.8,89.7,6582,114.2,15.1R,1.3,
,,,,,,,,,,,,,,
SW,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: April 13, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,4.8,1.5,-3.3,64.2,-1.6,67.2,8951,73.2,6.8R,1.05,
2,,,,2.6,2.9,0.3,66.5,-1.6,67.9,9397,73.9,11.2R,1.02,
3,,,,6.4,-2.4,-8.8,65.5,-2.4,72.8,9084,82.5,10.2L,1.11,
4,,,,3.8,0.8,-3,63.5,-1.8,65.2,9376,70,4.3R,1.03,
5,,,,6.4,-0.1,-6.5,65.2,-2.6,69,9191,76.3,1.2R,1.06,
6,,,,2,4.3,2.3,61.3,0.4,56.6,8362,56.6,11.4R,0.92,
7,,,,5.2,-1.9,-7.1,65.8,-1.6,69.7,9374,77.1,5.9L,1.06,
,,,,,,,,,,,,,,
8 IRON,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: April 13, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,4.6,-0.2,-4.8,70.8,-1.6,99,5526,134.1,18.3L,1.4,
2,,,,0.7,0,-0.7,42.8,-0.5,61.3,2703,59.6,0.4L,1.43,
3,,,,5.8,3.1,-2.7,70.5,-1.8,96,5764,128,12.8R,1.36,
4,,,,-0.6,4.5,5.1,47.5,-1.4,64.1,4091,69,18.0R,1.35,
5,,,,7,1,-6,70.6,-1,95.5,4869,129.7,12.4L,1.35,
6,,,,2.4,5,2.6,71,-2.2,90.1,6537,115.6,35.3R,1.27,
7,,,,6.6,2.3,-4.3,70.2,-0.4,95,5008,128.8,2.2R,1.35,
8,,,,1.8,-2.6,-4.4,46.8,0.4,64,2839,65.8,11.0L,1.37,
9,,,,-3.1,4.7,7.8,43.6,-3.3,56.5,3815,43.2,9.9R,1.3,
10,,,,4.2,-0.1,-4.3,49,-0.6,66,2884,68.8,2.4L,1.35,
11,,,,2.4,2.5,0.1,41.1,-1.2,58.8,2693,56.9,7.4R,1.43,
12,,,,4.2,1.9,-2.3,71,-2,94.7,5793,125.7,5.9R,1.34,
13,,,,4.6,2.4,-2.2,70.9,-1.4,95.9,5429,129,9.6R,1.35,
14,,,,2,-1.4,-3.4,45.5,-1.4,66.6,2992,67.8,6.7L,1.46,
15,,,,-3.6,2,5.6,46.2,-3,61.7,4149,63.1,7.6R,1.34,
16,,,,-1.3,3.6,4.9,42.5,-0.9,60,2829,57.6,11.8R,1.41,
17,,,,1.8,-1.6,-3.4,70.4,-1.4,95.5,5226,128.9,21.5L,1.36,
18,,,,1.2,-3.3,-4.5,42.1,-0.6,60.8,2871,58.1,11.2L,1.45,
19,,,,4.4,2,-2.4,71.6,-1.8,97.5,5751,130.7,6.1R,1.36,
20,,,,3,1.7,-1.3,71.1,-2.4,97.3,5624,130.9,7.2R,1.37,
21,,,,2,1.4,-0.6,45.8,-3,68.1,3613,70.7,4.9R,1.49,
22,,,,3.4,2.4,-1,71.1,-3.4,97.3,5742,130.5,13.7R,1.37,
23,,,,-2.2,0.6,2.8,37.2,-5,50.2,4088,38.8,0.6R,1.35,
24,,,,3.2,5.6,2.4,50,-1.4,69.3,3722,78.7,24.7R,1.39,
,,,,,,,,,,,,,,
PW,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: April 13, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,1.8,-0.4,-2.2,67.6,-3.6,84.5,7757,103.6,4.8L,1.25,
,,,,,,,,,,,,,,
7 IRON,,,,Club Path,Face Ang.,Face To Path,Club Speed,Attack Ang.,Ball Speed,Spin Rate,Carry,Side,Smash Fac.,"Date: April 13, 2026"
"Yds/Ft, Mph",,,,Deg,Deg,Deg,Mph,Deg,Mph,Rpm,Yds,Ft,,
1,,,,0.2,-1.6,-1.8,72.8,-1.6,103.8,4321,147.8,20.0L,1.43,
2,,,,0.4,1.3,0.9,71.5,-2.2,101.8,4615,143,12.9R,1.42,
3,,,,-0.2,2.6,2.8,71.8,-2,101.7,5430,139.6,30.5R,1.42,
4,,,,1.2,-1.3,-2.5,72,-1.8,102.8,4910,143.2,19.9L,1.43,
5,,,,-1.4,0.5,1.9,72.1,-3,98.9,5120,134.7,11.0R,1.37,
6,,,,1.8,-0.4,-2.2,72.8,-0.6,105.6,4730,149.5,14.4L,1.45,
7,,,,2.4,-0.9,-3.3,72.5,-1.4,103.6,3965,148.6,22.5L,1.43,
8,,,,2.4,0.5,-1.9,73.2,-2.8,106.2,5000,149.2,5.0L,1.45,
,,,,,,,,,,,,,,
